seed,ablation_id,assignment_strategy,route_postprocess,enable_tw_repair,vehicle_scan_mode,objective,travel,tw_penalty,runtime_sec,feasible,selected_k,tw_violation_ratio,max_subproblem_size,subproblem_cap_ok,strategy_signature
3,q4:ffd:two_opt:1:fixed:seed3,ffd,two_opt,True,fixed,113745.0,135.0,113010.0,19.337844292022055,True,5,0.66,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:ffd:two_opt:1:fixed:seed4,ffd,two_opt,True,fixed,103137.0,137.0,102160.0,17.097073791985167,False,7,0.72,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:ffd:two_opt:1:feasibility_filtered:seed0,ffd,two_opt,True,feasibility_filtered,116506.0,136.0,115770.0,17.441483084025094,True,5,0.7,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:ffd:two_opt:1:feasibility_filtered:seed1,ffd,two_opt,True,feasibility_filtered,110435.0,135.0,109580.0,18.2443536669889,True,6,0.68,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:ffd:two_opt:1:feasibility_filtered:seed2,ffd,two_opt,True,feasibility_filtered,132528.0,138.0,131670.0,18.787742290995084,True,6,0.68,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:ffd:two_opt:1:feasibility_filtered:seed3,ffd,two_opt,True,feasibility_filtered,113745.0,135.0,113010.0,18.714165875018807,True,5,0.66,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:ffd:two_opt:1:feasibility_filtered:seed4,ffd,two_opt,True,feasibility_filtered,125732.0,142.0,124990.0,18.7818040419952,True,5,0.66,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:ffd:or_opt:1:fixed:seed0,ffd,or_opt,True,fixed,100463.0,133.0,99490.0,22.807717207993846,True,7,0.6,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:ffd:or_opt:1:fixed:seed1,ffd,or_opt,True,fixed,103018.0,138.0,102160.0,21.893593250017148,True,6,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:ffd:or_opt:1:fixed:seed2,ffd,or_opt,True,fixed,98011.0,131.0,96920.0,23.987183999997796,True,8,0.64,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:ffd:or_opt:1:fixed:seed3,ffd,or_opt,True,fixed,101587.0,137.0,100490.0,22.56320366600994,True,8,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:ffd:or_opt:1:fixed:seed4,ffd,or_opt,True,fixed,97735.0,135.0,97000.0,19.992499374988256,True,5,0.62,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:ffd:or_opt:1:feasibility_filtered:seed0,ffd,or_opt,True,feasibility_filtered,100463.0,133.0,99490.0,23.970005917013623,True,7,0.6,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:ffd:or_opt:1:feasibility_filtered:seed1,ffd,or_opt,True,feasibility_filtered,103018.0,138.0,102160.0,25.26724912499776,True,6,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:ffd:or_opt:1:feasibility_filtered:seed2,ffd,or_opt,True,feasibility_filtered,98011.0,131.0,96920.0,28.887661957996897,True,8,0.64,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:ffd:or_opt:1:feasibility_filtered:seed3,ffd,or_opt,True,feasibility_filtered,101587.0,137.0,100490.0,28.044546499993885,True,8,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:ffd:or_opt:1:feasibility_filtered:seed4,ffd,or_opt,True,feasibility_filtered,97735.0,135.0,97000.0,27.54122975000064,True,5,0.62,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:regret:none:0:fixed:seed0,regret,none,False,fixed,446090.0,190.0,445060.0,20.84671920799883,False,7,0.82,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
1,q4:regret:none:0:fixed:seed1,regret,none,False,fixed,379910.0,190.0,378880.0,20.692347750009503,False,7,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
2,q4:regret:none:0:fixed:seed2,regret,none,False,fixed,316627.0,177.0,315730.0,20.15918300001067,True,6,0.7,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
3,q4:regret:none:0:fixed:seed3,regret,none,False,fixed,372894.0,184.0,371750.0,20.934220457973424,False,8,0.72,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
4,q4:regret:none:0:fixed:seed4,regret,none,False,fixed,390349.0,189.0,389200.0,20.43288408400258,False,8,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
0,q4:regret:none:0:feasibility_filtered:seed0,regret,none,False,feasibility_filtered,446090.0,190.0,445060.0,20.720995500014396,False,7,0.82,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
1,q4:regret:none:0:feasibility_filtered:seed1,regret,none,False,feasibility_filtered,379910.0,190.0,378880.0,22.059498165996047,False,7,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
2,q4:regret:none:0:feasibility_filtered:seed2,regret,none,False,feasibility_filtered,316627.0,177.0,315730.0,21.170834791992093,True,6,0.7,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
3,q4:regret:none:0:feasibility_filtered:seed3,regret,none,False,feasibility_filtered,372894.0,184.0,371750.0,20.48103708398412,False,8,0.72,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
4,q4:regret:none:0:feasibility_filtered:seed4,regret,none,False,feasibility_filtered,390349.0,189.0,389200.0,16.624835249996977,False,8,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
0,q4:regret:two_opt:1:fixed:seed0,regret,two_opt,True,fixed,119138.0,148.0,118390.0,15.681548207998276,True,5,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:regret:two_opt:1:fixed:seed1,regret,two_opt,True,fixed,127387.0,137.0,126290.0,15.076834292005515,False,8,0.72,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:regret:two_opt:1:fixed:seed2,regret,two_opt,True,fixed,115570.0,130.0,114840.0,15.642265916016186,True,5,0.6,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:regret:two_opt:1:fixed:seed3,regret,two_opt,True,fixed,118094.0,134.0,117000.0,15.589994166017277,True,8,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:regret:two_opt:1:fixed:seed4,regret,two_opt,True,fixed,125781.0,141.0,124920.0,15.080489249987295,True,6,0.7,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:regret:two_opt:1:feasibility_filtered:seed0,regret,two_opt,True,feasibility_filtered,119138.0,148.0,118390.0,13.478464750020066,True,5,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:regret:two_opt:1:feasibility_filtered:seed1,regret,two_opt,True,feasibility_filtered,130755.0,135.0,130020.0,15.566580457991222,True,5,0.64,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:regret:two_opt:1:feasibility_filtered:seed2,regret,two_opt,True,feasibility_filtered,115570.0,130.0,114840.0,15.377856540988432,True,5,0.6,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:regret:two_opt:1:feasibility_filtered:seed3,regret,two_opt,True,feasibility_filtered,118094.0,134.0,117000.0,16.56299333300558,True,8,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:regret:two_opt:1:feasibility_filtered:seed4,regret,two_opt,True,feasibility_filtered,125781.0,141.0,124920.0,19.692323833995033,True,6,0.7,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:regret:or_opt:1:fixed:seed0,regret,or_opt,True,fixed,98201.0,131.0,97110.0,23.192092084005708,True,8,0.7,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:regret:or_opt:1:fixed:seed1,regret,or_opt,True,fixed,100289.0,129.0,99200.0,25.988394041982247,True,8,0.62,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:regret:or_opt:1:fixed:seed2,regret,or_opt,True,fixed,102869.0,129.0,101900.0,25.121164542011684,True,7,0.66,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:regret:or_opt:1:fixed:seed3,regret,or_opt,True,fixed,96699.0,129.0,95850.0,23.43853012501495,True,6,0.68,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:regret:or_opt:1:fixed:seed4,regret,or_opt,True,fixed,96603.0,133.0,95870.0,22.214975542010507,False,5,0.72,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:regret:or_opt:1:feasibility_filtered:seed0,regret,or_opt,True,feasibility_filtered,98201.0,131.0,97110.0,25.030990291008493,True,8,0.7,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:regret:or_opt:1:feasibility_filtered:seed1,regret,or_opt,True,feasibility_filtered,100289.0,129.0,99200.0,22.187159958004486,True,8,0.62,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:regret:or_opt:1:feasibility_filtered:seed2,regret,or_opt,True,feasibility_filtered,102869.0,129.0,101900.0,25.936574958002893,True,7,0.66,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:regret:or_opt:1:feasibility_filtered:seed3,regret,or_opt,True,feasibility_filtered,96699.0,129.0,95850.0,23.070306540990714,True,6,0.68,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:regret:or_opt:1:feasibility_filtered:seed4,regret,or_opt,True,feasibility_filtered,101713.0,133.0,100620.0,20.482902499992633,True,8,0.66,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:tw_pressure:none:0:fixed:seed0,tw_pressure,none,False,fixed,413496.0,186.0,412350.0,16.6870087920106,False,8,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
1,q4:tw_pressure:none:0:fixed:seed1,tw_pressure,none,False,fixed,347673.0,183.0,346530.0,16.921301416005008,False,8,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
2,q4:tw_pressure:none:0:fixed:seed2,tw_pressure,none,False,fixed,462200.0,200.0,461400.0,19.46913325000787,False,5,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
3,q4:tw_pressure:none:0:fixed:seed3,tw_pressure,none,False,fixed,436437.0,197.0,435520.0,18.067111957992893,False,6,0.76,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
4,q4:tw_pressure:none:0:fixed:seed4,tw_pressure,none,False,fixed,416823.0,193.0,416030.0,17.16498520798632,False,5,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
0,q4:tw_pressure:none:0:feasibility_filtered:seed0,tw_pressure,none,False,feasibility_filtered,413496.0,186.0,412350.0,14.037459834013134,False,8,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
1,q4:tw_pressure:none:0:feasibility_filtered:seed1,tw_pressure,none,False,feasibility_filtered,347673.0,183.0,346530.0,13.038113624992548,False,8,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
2,q4:tw_pressure:none:0:feasibility_filtered:seed2,tw_pressure,none,False,feasibility_filtered,462200.0,200.0,461400.0,17.724019834015053,False,5,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
3,q4:tw_pressure:none:0:feasibility_filtered:seed3,tw_pressure,none,False,feasibility_filtered,436437.0,197.0,435520.0,17.515140959003475,False,6,0.76,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
4,q4:tw_pressure:none:0:feasibility_filtered:seed4,tw_pressure,none,False,feasibility_filtered,416823.0,193.0,416030.0,16.397628959006397,False,5,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
0,q4:tw_pressure:two_opt:1:fixed:seed0,tw_pressure,two_opt,True,fixed,154167.0,137.0,153310.0,16.531831165979384,True,6,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:tw_pressure:two_opt:1:fixed:seed1,tw_pressure,two_opt,True,fixed,153765.0,145.0,152660.0,17.82323754200479,True,8,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:tw_pressure:two_opt:1:fixed:seed2,tw_pressure,two_opt,True,fixed,142251.0,141.0,141150.0,16.50808183400659,True,8,0.58,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:tw_pressure:two_opt:1:fixed:seed3,tw_pressure,two_opt,True,fixed,157708.0,148.0,156960.0,16.358864750014618,True,5,0.64,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:tw_pressure:two_opt:1:fixed:seed4,tw_pressure,two_opt,True,fixed,141884.0,134.0,141030.0,15.900141124991933,True,6,0.66,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:tw_pressure:two_opt:1:feasibility_filtered:seed0,tw_pressure,two_opt,True,feasibility_filtered,154167.0,137.0,153310.0,13.869204999995418,True,6,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:tw_pressure:two_opt:1:feasibility_filtered:seed1,tw_pressure,two_opt,True,feasibility_filtered,153765.0,145.0,152660.0,15.915968084009364,True,8,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:tw_pressure:two_opt:1:feasibility_filtered:seed2,tw_pressure,two_opt,True,feasibility_filtered,142251.0,141.0,141150.0,14.781865209020907,True,8,0.58,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:tw_pressure:two_opt:1:feasibility_filtered:seed3,tw_pressure,two_opt,True,feasibility_filtered,157708.0,148.0,156960.0,14.223635041998932,True,5,0.64,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:tw_pressure:two_opt:1:feasibility_filtered:seed4,tw_pressure,two_opt,True,feasibility_filtered,141884.0,134.0,141030.0,13.25468579097651,True,6,0.66,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:tw_pressure:or_opt:1:fixed:seed0,tw_pressure,or_opt,True,fixed,132969.0,139.0,132230.0,19.40870604099473,True,5,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:tw_pressure:or_opt:1:fixed:seed1,tw_pressure,or_opt,True,fixed,126065.0,135.0,125210.0,18.086998915998265,True,6,0.62,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:tw_pressure:or_opt:1:fixed:seed2,tw_pressure,or_opt,True,fixed,132154.0,134.0,131060.0,21.211842833989067,True,8,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:tw_pressure:or_opt:1:fixed:seed3,tw_pressure,or_opt,True,fixed,127417.0,137.0,126440.0,16.812450500001432,True,7,0.66,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:tw_pressure:or_opt:1:fixed:seed4,tw_pressure,or_opt,True,fixed,129454.0,134.0,128360.0,18.634358083014376,True,8,0.58,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:tw_pressure:or_opt:1:feasibility_filtered:seed0,tw_pressure,or_opt,True,feasibility_filtered,132969.0,139.0,132230.0,16.998411540989764,True,5,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:tw_pressure:or_opt:1:feasibility_filtered:seed1,tw_pressure,or_opt,True,feasibility_filtered,126065.0,135.0,125210.0,20.217527584027266,True,6,0.62,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:tw_pressure:or_opt:1:feasibility_filtered:seed2,tw_pressure,or_opt,True,feasibility_filtered,132154.0,134.0,131060.0,21.11279404099332,True,8,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:tw_pressure:or_opt:1:feasibility_filtered:seed3,tw_pressure,or_opt,True,feasibility_filtered,127417.0,137.0,126440.0,20.438053332996788,True,7,0.66,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:tw_pressure:or_opt:1:feasibility_filtered:seed4,tw_pressure,or_opt,True,feasibility_filtered,129454.0,134.0,128360.0,19.59142404200975,True,8,0.58,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
